electrode,x,y,z,w,h,d,default,all,bank0,double_length,bank1,bank2,bank3,bank4
215.0,2.0,1805.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
216.0,-30.0,1820.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
217.0,2.0,1820.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
218.0,-30.0,1835.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
219.0,2.0,1835.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
220.0,-30.0,1850.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
221.0,2.0,1850.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
222.0,-30.0,1865.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
223.0,2.0,1865.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
224.0,-30.0,1880.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
225.0,2.0,1880.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
226.0,-30.0,1895.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
227.0,2.0,1895.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
228.0,-30.0,1910.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
229.0,2.0,1910.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
230.0,-30.0,1925.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
231.0,2.0,1925.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
232.0,-30.0,1940.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
233.0,2.0,1940.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
234.0,-30.0,1955.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
235.0,2.0,1955.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
236.0,-30.0,1970.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
237.0,2.0,1970.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
238.0,-30.0,1985.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
239.0,2.0,1985.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
240.0,-30.0,2000.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
241.0,2.0,2000.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
242.0,-30.0,2015.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
243.0,2.0,2015.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
244.0,-30.0,2030.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
245.0,2.0,2030.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
246.0,-30.0,2045.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
247.0,2.0,2045.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
248.0,-30.0,2060.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
249.0,2.0,2060.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
250.0,-30.0,2075.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
251.0,2.0,2075.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
252.0,-30.0,2090.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
253.0,2.0,2090.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
254.0,-30.0,2105.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
255.0,2.0,2105.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
256.0,-30.0,2120.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
257.0,2.0,2120.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
258.0,-30.0,2135.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
259.0,2.0,2135.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
260.0,-30.0,2150.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
261.0,2.0,2150.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
262.0,-30.0,2165.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
263.0,2.0,2165.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
264.0,-30.0,2180.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
265.0,2.0,2180.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
266.0,-30.0,2195.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
267.0,2.0,2195.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
268.0,-30.0,2210.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
269.0,2.0,2210.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
270.0,-30.0,2225.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
271.0,2.0,2225.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
272.0,-30.0,2240.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
273.0,2.0,2240.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
274.0,-30.0,2255.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
275.0,2.0,2255.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
276.0,-30.0,2270.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
277.0,2.0,2270.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
278.0,-30.0,2285.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
279.0,2.0,2285.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
280.0,-30.0,2300.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
281.0,2.0,2300.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
282.0,-30.0,2315.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
283.0,2.0,2315.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
284.0,-30.0,2330.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
285.0,2.0,2330.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
286.0,-30.0,2345.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
287.0,2.0,2345.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
288.0,-30.0,2360.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
289.0,2.0,2360.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
290.0,-30.0,2375.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
291.0,2.0,2375.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
292.0,-30.0,2390.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
293.0,2.0,2390.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
294.0,-30.0,2405.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
295.0,2.0,2405.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
296.0,-30.0,2420.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
297.0,2.0,2420.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
298.0,-30.0,2435.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
299.0,2.0,2435.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
300.0,-30.0,2450.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
301.0,2.0,2450.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
302.0,-30.0,2465.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
303.0,2.0,2465.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
304.0,-30.0,2480.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
305.0,2.0,2480.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
306.0,-30.0,2495.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
307.0,2.0,2495.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
308.0,-30.0,2510.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
309.0,2.0,2510.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
310.0,-30.0,2525.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
311.0,2.0,2525.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
312.0,-30.0,2540.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
313.0,2.0,2540.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
314.0,-30.0,2555.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
315.0,2.0,2555.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
316.0,-30.0,2570.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
317.0,2.0,2570.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
318.0,-30.0,2585.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
319.0,2.0,2585.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
320.0,-30.0,2600.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
321.0,2.0,2600.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
322.0,-30.0,2615.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
323.0,2.0,2615.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
324.0,-30.0,2630.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
325.0,2.0,2630.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
326.0,-30.0,2645.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
327.0,2.0,2645.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
328.0,-30.0,2660.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
329.0,2.0,2660.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
330.0,-30.0,2675.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
331.0,2.0,2675.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
332.0,-30.0,2690.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
333.0,2.0,2690.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
334.0,-30.0,2705.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
335.0,2.0,2705.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
336.0,-30.0,2720.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
337.0,2.0,2720.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
338.0,-30.0,2735.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
339.0,2.0,2735.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
340.0,-30.0,2750.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
341.0,2.0,2750.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
342.0,-30.0,2765.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
343.0,2.0,2765.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
344.0,-30.0,2780.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
345.0,2.0,2780.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
346.0,-30.0,2795.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
347.0,2.0,2795.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
348.0,-30.0,2810.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
349.0,2.0,2810.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
350.0,-30.0,2825.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
351.0,2.0,2825.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
352.0,-30.0,2840.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
353.0,2.0,2840.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
354.0,-30.0,2855.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
355.0,2.0,2855.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
356.0,-30.0,2870.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
357.0,2.0,2870.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
358.0,-30.0,2885.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
359.0,2.0,2885.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
360.0,-30.0,2900.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
361.0,2.0,2900.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
362.0,-30.0,2915.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
363.0,2.0,2915.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
364.0,-30.0,2930.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
365.0,2.0,2930.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
366.0,-30.0,2945.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
367.0,2.0,2945.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
368.0,-30.0,2960.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
369.0,2.0,2960.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
370.0,-30.0,2975.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
371.0,2.0,2975.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
372.0,-30.0,2990.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
373.0,2.0,2990.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
374.0,-30.0,3005.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
375.0,2.0,3005.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
376.0,-30.0,3020.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
377.0,2.0,3020.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
378.0,-30.0,3035.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
379.0,2.0,3035.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
380.0,-30.0,3050.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
381.0,2.0,3050.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
382.0,-30.0,3065.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
383.0,2.0,3065.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
384.0,-30.0,3080.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
385.0,2.0,3080.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
386.0,-30.0,3095.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
387.0,2.0,3095.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
388.0,-30.0,3110.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
389.0,2.0,3110.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
390.0,-30.0,3125.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
391.0,2.0,3125.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
392.0,-30.0,3140.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
393.0,2.0,3140.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
394.0,-30.0,3155.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
395.0,2.0,3155.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
396.0,-30.0,3170.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
397.0,2.0,3170.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
398.0,-30.0,3185.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
399.0,2.0,3185.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
400.0,-30.0,3200.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
401.0,2.0,3200.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
402.0,-30.0,3215.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
403.0,2.0,3215.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
404.0,-30.0,3230.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
405.0,2.0,3230.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
406.0,-30.0,3245.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
407.0,2.0,3245.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
408.0,-30.0,3260.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
409.0,2.0,3260.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
410.0,-30.0,3275.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
411.0,2.0,3275.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
412.0,-30.0,3290.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
413.0,2.0,3290.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
414.0,-30.0,3305.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
415.0,2.0,3305.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
416.0,-30.0,3320.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
417.0,2.0,3320.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
418.0,-30.0,3335.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
419.0,2.0,3335.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
420.0,-30.0,3350.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
421.0,2.0,3350.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
422.0,-30.0,3365.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
423.0,2.0,3365.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
424.0,-30.0,3380.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
425.0,2.0,3380.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
426.0,-30.0,3395.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
427.0,2.0,3395.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
